일련번호,인명피해수,재산피해금액,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시군구명,읍면동명,시설장소소분류명,화재유형명,발화지점,발화원인,발화요인대분류명,전체인력수합계,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
83,0,6693391,강릉소방서,내곡119안전센터,,20170506,152700,20170506,152751,20170506,152839,20170506,155557,20170507,103600,20170509,53000,2718,133403,14,12,0,강릉시,성산면,사유림,사유림,산정상,입산자실화,부주의,2840,118,맑음,22,12,225,,
84,0,7700,춘천소방서,신북119안전센터,,20170507,191400,20170507,191422,20170507,191422,20170507,194044,20170507,83814,20170507,211536,2622,13452,30,26,0,춘천시,북산면,사유림,사유림,산아래,담뱃불,부주의,178,9,맑음,21,22,225,4,
85,0,770,춘천소방서,대룡119안전센터,,20170507,195200,20170507,195224,20170507,195329,20170507,201614,20170507,93700,20170507,214000,2245,12346,63,68,0,춘천시,북산면,국유림,국유림,산아래,담뱃불,부주의,93,13,맑음,20,23,225,4,
86,0,0,춘천소방서,효자119안전센터,,20170508,100200,20170508,100243,20170508,100412,20170508,101058,20170508,101058,20170508,101058,646,0,7,4,0,춘천시,삼천동,사유림,사유림,산아래,담뱃불,부주의,9,4,구름조금,21,26,315,4,
87,0,0,홍천소방서,홍천119안전센터,,20170508,150500,20170508,150513,20170508,150744,20170508,151647,20170508,41230,20170508,163029,903,11342,11,11,0,홍천군,홍천읍,국유림,국유림,산중턱,담뱃불,부주의,94,14,맑음,24,32,225,4,
88,0,0,홍천소방서,홍천119안전센터,,20170508,211500,20170508,211516,20170508,211516,20170508,213536,20170508,102004,20170508,222004,2020,4428,11,11,0,홍천군,홍천읍,국유림,국유림,산아래,기타,부주의,45,7,맑음,19,51,180,4,
89,0,1386,태백소방서,화전119안전센터,,20170508,231200,20170508,231233,20170508,231620,20170508,233607,20170508,115536,20170509,4036,1947,10429,17,13,0,태백시,상사미동,국유림,국유림,산중턱,기타,미상,46,15,흐림,13,63,90,4,
90,0,0,원주소방서,흥업119안전센터,,20170509,144700,20170509,144731,20170509,144858,20170509,145315,20170509,33640,20170509,154037,417,4722,7,2,0,원주시,흥업면,사유림,사유림,산정상,담뱃불,부주의,107,10,흐림,16,30,,,
91,0,0,강릉소방서,내곡119안전센터,,20170519,134400,20170519,134449,20170519,134554,20170519,141823,20170519,22139,20170519,142139,3229,316,31,29,0,강릉시,왕산면,사유림,사유림,산아래,담뱃불,부주의,123,17,맑음,25,35,225,4,건조주의보
92,0,0,춘천소방서,양구119안전센터,동면119지역대,20170520,110000,20170520,110018,20170520,110208,20170520,110510,20170520,121355,20170520,123455,302,12945,57,16,2,양구군,동면,사유림,사유림,산중턱,담뱃불,부주의,78,7,맑음,28,33,225,4,
93,0,0,정선소방서,임계119안전센터,,20170520,123900,20170520,123900,20170520,123900,20170520,130444,20170520,14000,20170520,135955,2544,5511,29,22,14,정선군,임계면,국유림,국유림,산정상,담뱃불,부주의,123,19,맑음,28,30,225,4,
94,0,0,춘천소방서,사내119안전센터,,20170520,151800,20170520,151800,20170520,151900,20170520,153722,20170520,35848,20170520,162707,1822,4945,45,9,0,화천군,사내면,국유림,국유림,산중턱,담뱃불,부주의,17,1,맑음,29,28,225,4,
95,0,0,인제소방서,기린119안전센터,상남119지역대,20170521,120600,20170521,120646,20170521,120646,20170521,153651,20170521,44213,20170521,164213,3005,10522,37,20,5,인제군,상남면,국유림,국유림,산정상,입산자실화,부주의,95,10,맑음,25,30,135,4,
96,0,1,춘천소방서,후평119안전센터,,20170521,144500,20170521,144508,20170521,144614,20170521,145312,20170521,25730,20170521,145730,658,418,5,4,0,춘천시,동면,사유림,사유림,평지,쓰레기소각장,부주의,44,4,맑음,28,40,,,
97,0,22,춘천소방서,신북119안전센터,,20170525,101200,20170525,101255,20170525,101255,20170525,105507,20170525,125230,20170525,125235,4212,15728,22,21,0,춘천시,서면,국유림,국유림,산정상,담뱃불,부주의,73,8,맑음,29,38,225,8,
98,0,2750,춘천소방서,강촌119안전센터,,20170526,113700,20170526,113756,20170526,113938,20170526,115639,20170526,123506,20170526,123506,1701,3827,17,9,0,춘천시,서면,사유림,사유림,산아래,쓰레기소각장,부주의,89,10,구름조금,20,32,225,4,
99,0,0,평창소방서,봉평119안전센터,용평119지역대,20170527,110200,20170527,110259,20170527,110259,20170527,112152,20170527,120603,20170527,122249,1853,10057,50,28,18,평창군,용평면,국유림,국유림,산아래,쓰레기소각장,부주의,61,8,맑음,18,50,45,4,
100,0,0,원주소방서,문막119안전센터,,20170601,23000,20170601,23510,20170601,2558,20170601,3457,20170601,22851,20170601,30349,859,22852,24,3,0,원주시,문막읍,사유림,사유림,산아래,담뱃불,부주의,66,8,구름조금,20,20,315,4,
101,0,0,강릉소방서,옥계119안전센터,,20170602,144900,20170602,144945,20170602,145103,20170602,151820,20170602,33445,20170602,160126,2717,4306,30,9,0,강릉시,옥계면,사유림,사유림,산중턱,담뱃불,부주의,146,17,구름조금,19,57,90,8,
102,0,0,춘천소방서,후평119안전센터,,20170603,60600,20170603,60603,20170603,60857,20170603,63053,20170603,125200,20170603,125200,2156,62107,18,20,0,춘천시,동면,국유림,국유림,산정상,담뱃불,부주의,113,18,맑음,15,47,0,4,
103,0,0,강릉소방서,내곡119안전센터,,20170603,160200,20170603,160256,20170603,160400,20170603,162055,20170603,51358,20170603,171358,1655,5303,26,24,0,강릉시,왕산면,공유림,공유림,산중턱,기타,자연적인요인,44,8,맑음,19,63,45,4,
104,0,0,인제소방서,인제119안전센터,,20170604,105500,20170604,105553,20170604,105653,20170604,111913,20170604,125644,20170604,141223,2220,25310,10,10,0,인제군,인제읍,국유림,국유림,산아래,기타,부주의,88,10,맑음,22,27,180,4,
105,0,0,춘천소방서,사내119안전센터,,20170604,115800,20170604,115805,20170604,115846,20170604,120902,20170604,125526,20170604,143026,1016,22124,40,5,0,화천군,사내면,사유림,사유림,산아래,기타,부주의,54,5,맑음,24,30,0,4,
106,0,492,철원소방서,김화119안전센터,자등119지역대,20170604,121900,20170604,121951,20170604,122035,20170604,123257,20170604,14123,20170604,141623,1222,14326,17,17,8,철원군,근남면,국유림,국유림,산아래,담뱃불,부주의,70,11,맑음,24,19,315,4,
107,0,0,고성소방서,거진119안전센터,,20170611,60000,20170611,60006,20170611,60209,20170611,62903,20170611,55900,20170611,175900,2654,112957,28,20,12,고성군,현내면,국유림,국유림,미상,기타,화학적요인,13,8,맑음,16,79,270,4,
108,0,0,강릉소방서,내곡119안전센터,,20170619,120100,20170619,120104,20170619,120137,20170619,123142,20170619,123841,20170619,124202,3005,1020,46,44,0,강릉시,왕산면,사유림,사유림,산아래,담뱃불,부주의,73,15,구름조금,29,35,225,4,
109,0,0,홍천소방서,서석119안전센터,,20170619,210000,20170619,210016,20170619,210127,20170619,210908,20170619,95847,20170619,230710,741,15802,36,7,0,홍천군,서석면,사유림,사유림,산아래,논/밭두렁,부주의,108,11,구름조금,20,72,45,4,
110,0,0,홍천소방서,서석119안전센터,,20170620,130200,20170620,130248,20170620,130435,20170620,132053,20170620,12053,20170620,132053,1618,0,36,9,0,홍천군,서석면,사유림,사유림,산아래,기타,부주의,13,6,구름조금,31,38,45,4,
111,0,0,철원소방서,태봉119안전센터,,20170621,143500,20170621,143552,20170621,143552,20170621,144246,20170621,41944,20170621,161944,654,13658,3,3,0,철원군,갈말읍,사유림,사유림,산정상,담뱃불,부주의,68,7,맑음,29,33,225,4,
112,0,289,양양소방서,양양119안전센터,,20170622,165200,20170622,165252,20170622,165329,20170622,170542,20170622,54839,20170622,175156,1213,4614,12,12,0,양양군,서면,사유림,사유림,산정상,담뱃불,부주의,119,18,구름조금,27,53,0,4,
113,0,0,횡성소방서,횡성119안전센터,갑천119지역대,20170623,145000,20170623,145015,20170623,145038,20170623,151713,20170623,35929,20170623,163630,2635,11917,25,25,21,횡성군,갑천면,국유림,국유림,산정상,입산자실화,부주의,57,7,구름조금,32,34,270,4,
114,0,19,속초소방서,설악119안전센터,,20171111,142200,20171111,142228,20171111,142330,20171111,145609,20171111,31000,20171111,151000,3239,1351,14,6,0,속초시,설악동,국유림,국유림,산중턱,기타,전기적요인,13,7,맑음,8,33,315,4,
115,0,0,춘천소방서,효자119안전센터,,20171115,210600,20171115,210652,20171115,210759,20171115,211525,20171115,101058,20171115,223458,726,11933,6,4,0,춘천시,삼천동,사유림,사유림,산중턱,담뱃불,부주의,111,13,구름조금,2,31,270,4,
116,0,1,춘천소방서,강촌119안전센터,,20171116,121300,20171116,121324,20171116,121403,20171116,123445,20171116,25527,20171116,145527,2042,22042,36,16,0,춘천시,남면,사유림,사유림,산아래,쓰레기소각장,부주의,81,9,맑음,4,28,225,4,
117,0,0,평창소방서,평창119안전센터,,20171116,130300,20171116,130316,20171116,130339,20171116,135247,20171116,21614,20171116,143014,4908,3727,17,17,0,평창군,평창읍,국유림,국유림,산정상,미상,미상,91,11,맑음,5,18,90,4,
118,0,3850,홍천소방서,서석119안전센터,내촌119지역대,20171116,150400,20171116,150413,20171116,150730,20171116,152707,20171116,41200,20171116,163240,1937,10533,35,11,14,홍천군,내촌면,사유림,사유림,산중턱,미상,부주의,113,16,맑음,6,32,225,4,
119,0,0,정선소방서,임계119안전센터,여량면119지역대,20171119,133600,20171119,133627,20171119,134253,20171119,135240,20171119,21254,20171119,143054,947,3814,25,24,8,정선군,여량면,사유림,사유림,산아래,담뱃불,부주의,63,15,맑음,1,15,225,4,풍랑주의보
120,0,0,강릉소방서,경포119안전센터,,20171119,233900,20171119,233908,20171119,234023,20171119,234710,20171119,115207,20171119,235703,647,953,5,6,0,강릉시,대전동,공유림,공유림,산아래,기타,부주의,26,8,맑음,1,27,135,4,
121,0,0,영월소방서,영월119안전센터,,20171120,115100,20171120,115156,20171120,115259,20171120,130453,20171120,14000,20171120,134000,1154,3507,19,19,17,영월군,남면,사유림,사유림,산아래,쓰레기소각장,부주의,130,12,맑음,4,26,315,4,풍랑주의보
122,0,0,강릉소방서,유천119안전센터,,20171130,32400,20171130,32446,20171130,32556,20171130,33012,20171130,33159,20171130,33343,416,331,2,2,0,강릉시,교동,공유림,공유림,평지,기타,부주의,18,11,맑음,7,22,225,4,
123,1,0,홍천소방서,홍천119안전센터,,20171130,105700,20171130,105743,20171130,105905,20171130,111007,20171130,115116,20171130,115729,1102,4722,8,8,0,홍천군,홍천읍,사유림,사유림,산아래,쓰레기소각장,부주의,85,13,구름조금,1,26,315,4,
124,0,302,원주소방서,문막119안전센터,부론119지역대,20171202,210400,20171202,210417,20171202,210521,20171202,211912,20171202,102451,20171202,222451,1351,10539,25,8,8,원주시,부론면,사유림,사유림,산아래,기타,기계적요인,95,11,맑음,2,56,315,4,
125,0,0,원주소방서,문막119안전센터,,20171216,220800,20171216,220816,20171216,220920,20171216,222148,20171217,102210,20171217,223500,1228,1312,22,3,0,원주시,문막읍,사유림,사유림,산아래,기타,부주의,8,3,맑음,-8,43,315,4,
